aX1,aY1,aZ1,gX1,gY1,gZ1,aX2,aY2,aZ2,gX2,gY2,gZ2
0.992,-0.234,-0.204,19.409,0.244,-2.441,0.897,-0.001,-0.304,-9.705,56.03,-6.836
0.991,-0.232,-0.203,22.705,3.357,-2.136,0.901,-0.008,-0.349,-3.052,51.27,-5.981
0.987,-0.237,-0.203,23.254,6.226,-1.221,0.904,-0.006,-0.377,1.221,43.213,-5.188
0.984,-0.235,-0.205,19.531,7.08,-0.488,0.91,-0.003,-0.382,3.906,33.386,-3.601
0.98,-0.24,-0.205,13.794,6.104,0.427,0.92,0.009,-0.378,3.601,23.682,-2.014
0.98,-0.248,-0.208,8.911,3.601,1.77,0.924,0.027,-0.342,0.671,14.587,-0.305
0.977,-0.265,-0.198,6.836,0.916,3.052,0.945,0.046,-0.313,-2.502,10.132,1.648
0.985,-0.262,-0.192,7.019,-1.709,5.005,0.941,0.058,-0.291,-5.432,8.911,2.686
0.991,-0.253,-0.172,7.874,-4.456,6.836,0.93,0.06,-0.278,-8.362,9.399,2.441
0.992,-0.245,-0.151,9.644,-7.324,8.606,0.925,0.062,-0.278,-10.132,11.597,2.319
0.989,-0.234,-0.133,12.39,-9.46,9.766,0.921,0.05,-0.275,-10.986,14.587,1.648
0.983,-0.219,-0.116,16.968,-9.644,10.803,0.921,0.036,-0.288,-11.597,17.639,0.732
0.973,-0.199,-0.109,21.484,-7.812,10.681,0.923,0.028,-0.294,-11.047,19.287,-0.244
0.958,-0.177,-0.103,23.926,-4.883,9.338,0.93,0.019,-0.298,-9.399,18.799,-1.099
0.955,-0.166,-0.107,25.085,-1.709,7.019,0.937,0.014,-0.295,-6.287,16.907,-1.892
0.948,-0.167,-0.117,23.743,1.038,4.028,0.944,0.013,-0.293,-2.014,13.611,-2.197
0.948,-0.181,-0.123,19.592,2.686,0.977,0.946,0.013,-0.293,3.601,9.277,-2.502
0.964,-0.197,-0.125,14.282,2.93,-1.282,0.947,0.025,-0.295,8.423,4.639,-2.38
0.973,-0.214,-0.134,9.583,1.282,-2.258,0.944,0.043,-0.298,10.864,1.282,-1.648
0.983,-0.239,-0.133,6.165,-1.221,-2.258,0.948,0.055,-0.305,11.353,0.305,-0.122
0.994,-0.247,-0.129,4.089,-3.662,-1.587,0.95,0.071,-0.315,9.705,1.648,1.648
0.999,-0.246,-0.126,3.784,-5.92,-0.183,0.949,0.083,-0.327,6.531,5.31,3.296
1.0,-0.242,-0.126,5.066,-6.775,0.854,0.952,0.083,-0.346,3.418,9.766,4.761
0.992,-0.238,-0.114,6.775,-6.775,1.404,0.953,0.072,-0.364,0.549,13.672,5.371
0.99,-0.234,-0.118,9.033,-5.127,1.16,0.95,0.067,-0.373,-2.136,15.564,5.493
0.988,-0.228,-0.118,10.559,-2.502,0.549,0.954,0.067,-0.376,-3.479,15.137,4.944
0.983,-0.226,-0.123,12.146,0.366,0.061,0.955,0.065,-0.369,-3.235,12.634,3.54
0.977,-0.23,-0.126,12.939,3.113,-0.061,0.956,0.063,-0.356,-1.587,8.24,1.953
0.975,-0.227,-0.126,11.841,5.127,-0.061,0.955,0.063,-0.344,0.854,3.54,0.183
0.97,-0.225,-0.128,9.033,5.371,0.366,0.948,0.055,-0.328,3.296,-0.61,-1.587
0.969,-0.219,-0.127,5.249,4.028,0.916,0.938,0.039,-0.314,5.432,-3.418,-2.808
0.97,-0.217,-0.126,1.343,1.77,1.221,0.93,0.02,-0.305,6.775,-5.493,-3.723
0.966,-0.213,-0.118,-1.404,-0.854,1.648,0.927,0.014,-0.3,6.836,-6.409,-3.906
0.974,-0.211,-0.118,-3.357,-2.441,1.831,0.931,0.017,-0.292,6.165,-5.859,-2.747
0.975,-0.213,-0.118,-4.517,-2.869,1.526,0.944,0.028,-0.285,5.005,-4.578,-2.136
0.974,-0.214,-0.121,-5.432,-2.563,1.404,0.958,0.039,-0.281,3.967,-3.174,-1.831
0.981,-0.214,-0.127,-5.859,-1.099,1.16,0.972,0.045,-0.274,4.028,-2.38,-1.953
0.975,-0.217,-0.135,-6.287,1.099,0.916,0.981,0.047,-0.262,5.127,-2.197,-2.686
0.975,-0.219,-0.145,-5.981,3.357,0.977,0.984,0.052,-0.266,5.798,-2.319,-4.456
0.975,-0.223,-0.152,-5.432,5.249,1.343,0.979,0.048,-0.262,7.446,-2.563,-6.165
0.975,-0.226,-0.159,-5.127,6.531,1.648,0.97,0.038,-0.263,9.46,-2.808,-7.08
0.972,-0.22,-0.161,-5.249,6.653,2.197,0.962,0.03,-0.267,10.559,-2.502,-7.141
0.973,-0.221,-0.161,-5.066,5.615,2.625,0.954,0.019,-0.276,10.681,-1.526,-6.653
0.967,-0.213,-0.155,-5.371,4.211,2.502,0.946,0.01,-0.288,10.01,0.183,-5.127
0.979,-0.208,-0.16,-5.554,3.052,2.441,0.943,0.006,-0.299,9.46,1.465,-2.869
0.974,-0.211,-0.16,-6.714,2.258,2.136,0.948,0.016,-0.308,8.85,2.502,-0.549
0.974,-0.21,-0.169,-7.812,1.648,1.831,0.959,0.035,-0.316,8.24,2.869,1.587
0.974,-0.206,-0.175,-8.667,1.343,1.465,0.964,0.046,-0.312,7.996,2.136,2.38
0.971,-0.205,-0.18,-8.911,1.038,1.282,0.973,0.051,-0.311,6.836,1.343,1.953
0.966,-0.206,-0.18,-9.033,1.038,1.16,0.976,0.062,-0.305,5.432,0.427,0.61
0.973,-0.208,-0.184,-7.874,0.977,1.16,0.972,0.06,-0.294,5.554,-1.16,-0.977
0.974,-0.215,-0.172,-6.714,0.793,0.793,0.969,0.058,-0.287,6.287,-2.258,-2.075
0.979,-0.218,-0.162,-5.31,0.244,0.427,0.966,0.053,-0.288,7.263,-2.686,-2.808
0.98,-0.225,-0.154,-4.089,-0.061,0.244,0.962,0.047,-0.291,7.751,-2.991,-3.418
0.982,-0.234,-0.144,-3.052,0.305,0.122,0.957,0.034,-0.29,7.019,-3.174,-3.54
0.993,-0.244,-0.14,-2.38,1.526,0.244,0.954,0.021,-0.292,5.371,-3.052,-3.235
0.986,-0.242,-0.144,-1.77,2.747,0.916,0.951,0.012,-0.289,3.601,-2.991,-2.563
0.981,-0.235,-0.152,-1.709,3.845,1.709,0.953,0.009,-0.283,2.197,-3.174,-1.709
0.979,-0.225,-0.163,-1.221,5.188,1.77,0.957,0.011,-0.274,1.038,-3.601,-0.549
0.975,-0.222,-0.171,-0.671,5.798,1.953,0.959,0.019,-0.262,0.427,-4.333,0.488
0.975,-0.219,-0.17,-0.488,5.066,1.709,0.964,0.03,-0.25,0.0,-4.761,1.099
0.978,-0.217,-0.16,-0.671,3.296,1.221,0.963,0.035,-0.243,-0.427,-4.272,0.916
0.981,-0.216,-0.142,-1.038,0.916,1.343,0.964,0.041,-0.24,-0.305,-3.967,0.366
0.985,-0.214,-0.127,-2.136,-1.648,1.221,0.968,0.042,-0.241,-0.183,-3.54,0.061
0.989,-0.219,-0.124,-3.357,-2.93,1.16,0.968,0.037,-0.248,-0.244,-2.625,-0.366
0.99,-0.222,-0.12,-4.333,-3.418,0.916,0.967,0.031,-0.255,-0.549,-2.075,-0.793
0.988,-0.221,-0.12,-4.089,-2.563,0.854,0.97,0.031,-0.258,-1.038,-1.709,-0.732
0.985,-0.223,-0.128,-3.601,-0.671,0.732,0.98,0.035,-0.256,-1.282,-1.587,-0.183
0.982,-0.223,-0.139,-2.93,1.343,0.854,0.988,0.039,-0.249,-1.465,-1.892,0.0
0.984,-0.231,-0.154,-2.563,2.991,0.977,0.992,0.042,-0.242,-1.831,-2.014,0.0
0.985,-0.233,-0.158,-2.502,3.54,0.793,0.989,0.041,-0.234,-1.709,-2.197,0.061
0.985,-0.235,-0.156,-2.319,2.686,0.854,0.982,0.037,-0.228,-1.587,-2.075,0.0
0.984,-0.235,-0.152,-1.587,1.587,1.16,0.979,0.035,-0.226,-1.648,-1.221,0.061
0.195,-0.197,-2.285,-87.83,-0.549,13.123,-0.171,0.151,-2.538,26.367,-29.907,16.663
0.185,-0.27,-2.245,-57.068,-26.001,1.648,-0.175,0.236,-2.402,-18.86,-61.34,32.471
0.195,-0.331,-2.089,0.061,-48.95,-13.0,-0.112,0.332,-2.144,-65.247,-90.271,49.561
0.213,-0.419,-1.856,71.228,-66.101,-28.931,0.014,0.432,-1.791,-107.361,-113.953,66.895
0.255,-0.462,-1.502,135.498,-76.233,-41.443,0.187,0.541,-1.396,-144.775,-127.502,80.75
0.37,-0.482,-1.083,177.856,-82.703,-48.035,0.433,0.62,-0.878,-177.979,-132.385,84.9
0.514,-0.581,-0.661,192.749,-92.834,-51.758,0.695,0.694,-0.297,-201.721,-134.277,76.721
0.698,-0.761,-0.204,179.504,-117.249,-56.03,0.94,0.723,0.302,-201.416,-137.512,59.265
0.871,-0.948,0.274,143.311,-153.748,-58.96,1.098,0.673,0.765,-170.349,-145.081,35.461
1.073,-1.057,0.726,98.389,-185.791,-50.781,1.171,0.547,0.997,-121.643,-153.198,9.888
1.193,-1.066,1.075,57.373,-194.458,-29.114,1.174,0.415,1.082,-75.928,-153.137,-10.62
1.256,-0.976,1.316,34.912,-177.124,-2.563,1.156,0.333,1.165,-50.11,-142.334,-20.874
1.33,-0.864,1.562,34.546,-146.606,19.165,1.185,0.287,1.251,-42.847,-125.366,-18.433
1.385,-0.708,1.768,47.729,-121.521,30.823,1.276,0.241,1.395,-45.837,-105.713,-7.568
1.397,-0.555,1.928,63.293,-101.501,32.959,1.383,0.207,1.55,-52.063,-87.585,2.075
1.391,-0.441,2.027,75.195,-78.735,30.823,1.446,0.187,1.738,-51.941,-72.449,7.202
1.347,-0.33,2.04,80.444,-51.758,26.184,1.465,0.175,1.847,-39.856,-57.861,7.263
1.304,-0.26,1.95,79.834,-23.254,21.301,1.454,0.175,1.848,-21.851,-41.138,3.418
1.24,-0.204,1.803,74.829,2.563,16.663,1.393,0.159,1.743,-6.592,-22.156,-1.831
1.203,-0.139,1.633,67.81,21.606,11.292,1.313,0.113,1.586,2.93,-4.395,-5.737
1.182,-0.072,1.466,59.509,32.166,7.324,1.239,0.07,1.428,8.972,10.559,-7.629
1.168,-0.031,1.321,49.194,34.485,6.531,1.179,0.011,1.245,12.512,21.362,-7.812
1.151,0.004,1.18,34.424,31.555,7.141,1.133,-0.046,1.055,14.587,26.978,-7.324
1.137,0.017,1.021,15.991,25.391,7.69,1.083,-0.081,0.908,16.052,28.32,-7.507
1.1,0.006,0.876,-1.465,16.296,8.667,1.051,-0.107,0.776,19.47,26.611,-8.667
1.067,-0.012,0.747,-16.052,7.08,8.911,1.031,-0.128,0.667,25.574,23.132,-10.193
1.04,-0.031,0.645,-26.123,0.061,8.118,1.018,-0.132,0.574,33.081,18.616,-10.62
1.02,-0.064,0.535,-30.579,-4.333,7.812,1.009,-0.135,0.478,39.734,14.282,-8.545
1.01,-0.098,0.444,-31.921,-4.272,6.165,1.003,-0.111,0.389,43.701,13.55,-4.883
1.01,-0.131,0.365,-30.457,1.038,3.052,1.001,-0.073,0.308,43.823,18.738,-1.282
1.015,-0.172,0.285,-27.649,9.644,-0.793,1.023,-0.047,0.24,40.161,26.794,3.235
1.027,-0.228,0.215,-25.574,20.508,-3.357,1.036,-0.02,0.177,35.767,36.682,7.08
1.037,-0.282,0.146,-27.71,31.86,-4.517,1.032,0.01,0.107,33.386,47.363,9.521
1.043,-0.32,0.068,-32.654,41.26,-3.54,1.031,0.047,0.046,31.738,56.58,11.23
1.04,-0.355,-0.007,-39.612,46.448,-2.136,1.026,0.079,-0.019,29.846,64.392,12.207
1.035,-0.377,-0.083,-46.326,48.462,-0.305,1.019,0.122,-0.08,27.1,71.106,11.902
1.018,-0.376,-0.158,-49.927,49.316,2.014,1.001,0.148,-0.143,24.536,76.05,10.681
0.999,-0.388,-0.211,-49.622,50.049,4.15,0.98,0.161,-0.201,22.888,77.82,8.179
1.001,-0.363,-0.243,-46.448,50.354,5.554,0.946,0.167,-0.254,21.912,77.515,5.31
0.975,-0.335,-0.283,-40.222,49.866,5.676,0.912,0.162,-0.306,21.423,75.317,2.258
0.95,-0.309,-0.305,-33.691,50.842,5.493,0.899,0.146,-0.352,20.63,71.411,-0.244
0.926,-0.293,-0.334,-27.1,53.101,4.272,0.883,0.128,-0.383,18.738,65.186,-2.258
0.921,-0.268,-0.351,-19.775,55.359,1.892,0.878,0.102,-0.403,15.32,56.458,-3.418
0.93,-0.272,-0.37,-11.536,56.763,-0.732,0.879,0.088,-0.402,11.414,48.218,-4.639
0.907,-0.229,-0.371,-4.272,55.542,-3.54,0.885,0.083,-0.384,8.24,40.527,-5.615
0.909,-0.202,-0.368,0.793,52.185,-4.333,0.909,0.071,-0.362,5.005,33.325,-6.958
0.912,-0.203,-0.344,3.54,50.415,-2.93,0.924,0.054,-0.322,1.404,27.71,-8.24
0.911,-0.206,-0.327,2.075,46.143,-1.16,0.938,0.031,-0.294,-1.404,25.208,-9.216
0.923,-0.199,-0.308,-2.93,38.818,1.099,0.945,0.014,-0.279,-3.235,25.452,-9.338
0.922,-0.199,-0.294,-10.315,29.175,2.93,0.943,0.001,-0.263,-3.784,25.452,-8.057
0.929,-0.204,-0.283,-18.005,21.179,4.272,0.948,-0.006,-0.257,-3.54,25.146,-5.615
0.926,-0.198,-0.282,-23.254,15.686,4.7,0.951,-0.012,-0.26,-1.343,24.475,-4.028
0.931,-0.194,-0.28,-24.902,12.817,4.333,0.954,-0.013,-0.267,3.479,22.949,-3.723
0.934,-0.194,-0.287,-23.01,11.841,3.235,0.951,-0.01,-0.278,8.972,19.836,-4.15
0.937,-0.19,-0.291,-19.958,11.353,1.343,0.954,-0.016,-0.297,14.16,15.015,-4.272
0.934,-0.192,-0.289,-15.869,11.78,-0.732,0.952,-0.027,-0.309,18.127,9.766,-4.333
0.946,-0.193,-0.293,-11.23,11.658,-2.075,0.937,-0.039,-0.329,19.714,5.981,-3.479
0.945,-0.207,-0.276,-6.592,10.193,-2.502,0.926,-0.059,-0.345,18.982,3.601,-2.075
0.949,-0.223,-0.248,-3.479,7.324,-2.808,0.922,-0.068,-0.353,14.893,2.747,0.122
0.961,-0.246,-0.223,-1.953,3.296,-2.258,0.92,-0.058,-0.341,8.667,2.258,3.54
0.965,-0.26,-0.195,-1.77,-0.061,-0.854,0.945,-0.035,-0.326,3.784,1.221,7.324
0.962,-0.255,-0.181,-2.747,-2.075,1.221,0.974,-0.007,-0.301,-0.366,-0.305,10.254
0.972,-0.26,-0.168,-3.418,-2.136,3.601,0.976,0.036,-0.261,-4.211,-0.61,11.597
0.973,-0.229,-0.17,-4.883,-1.465,4.822,0.999,0.064,-0.229,-6.958,2.686,10.742
0.971,-0.201,-0.172,-6.042,0.671,5.005,0.993,0.07,-0.222,-8.423,7.08,7.751
0.965,-0.187,-0.181,-5.31,4.211,4.395,0.991,0.066,-0.222,-6.958,11.108,4.089
0.961,-0.182,-0.184,-3.479,7.874,3.296,0.987,0.052,-0.235,-3.662,13.367,0.671
0.96,-0.183,-0.184,-1.892,10.315,1.404,0.975,0.03,-0.249,0.977,12.878,-1.892
0.962,-0.192,-0.183,-1.343,10.986,-0.305,0.96,0.012,-0.261,6.104,12.085,-3.174
0.962,-0.195,-0.175,-1.221,9.766,-0.793,0.951,-0.003,-0.273,9.766,11.292,-3.723
0.96,-0.198,-0.164,-1.465,7.446,-1.16,0.935,-0.017,-0.285,12.268,10.681,-3.052
0.959,-0.207,-0.157,-1.404,4.883,-1.587,0.921,-0.022,-0.298,13.428,10.864,-1.099
0.966,-0.223,-0.143,-1.526,3.845,-1.77,0.923,-0.016,-0.315,13.977,11.963,2.625
0.97,-0.228,-0.131,-1.099,3.906,-1.648,0.933,0.002,-0.331,12.207,13.428,6.226
0.977,-0.229,-0.125,-1.099,6.104,-0.916,0.937,0.033,-0.333,6.836,15.198,9.033
0.978,-0.219,-0.122,-0.427,9.521,0.427,0.95,0.055,-0.326,0.732,17.029,10.01
0.974,-0.211,-0.138,0.244,13.489,0.854,0.953,0.068,-0.321,-2.808,17.7,9.644
0.973,-0.2,-0.146,0.549,16.785,0.366,0.963,0.078,-0.307,-2.808,15.93,7.874
0.975,-0.198,-0.155,1.221,19.47,-0.549,0.964,0.078,-0.303,0.061,12.085,4.944
0.975,-0.201,-0.167,0.977,20.447,-1.16,0.962,0.068,-0.297,4.333,6.714,1.282
0.974,-0.199,-0.173,-0.366,19.775,-1.648,0.958,0.049,-0.299,8.484,1.77,-1.831
0.971,-0.199,-0.18,-1.648,17.7,-1.648,0.954,0.028,-0.299,11.658,-1.892,-3.906
0.965,-0.199,-0.188,-3.357,14.343,-1.77,0.953,0.013,-0.298,13.855,-4.395,-4.822
0.964,-0.205,-0.194,-4.944,10.864,-2.075,0.959,0.009,-0.289,14.893,-6.775,-4.456
0.967,-0.212,-0.197,-5.798,7.812,-2.747,0.962,0.008,-0.278,14.282,-8.24,-3.479
0.972,-0.216,-0.189,-6.714,5.005,-3.296,0.965,0.008,-0.265,12.695,-8.118,-2.502
0.977,-0.222,-0.185,-6.836,3.296,-3.479,0.968,0.014,-0.255,11.169,-6.287,-1.648
0.983,-0.232,-0.182,-5.859,2.747,-2.991,0.965,0.017,-0.253,9.644,-3.723,-0.244
0.995,-0.242,-0.174,-5.798,3.967,-2.686,0.963,0.023,-0.252,7.812,-0.488,1.282
1.001,-0.245,-0.178,-5.371,6.47,-1.221,0.966,0.032,-0.258,5.676,3.784,2.625
0.991,-0.248,-0.19,-4.883,9.277,0.549,0.966,0.036,-0.266,5.432,7.446,3.113
0.99,-0.246,-0.201,-5.615,12.085,1.709,0.961,0.032,-0.275,6.409,8.484,2.625
0.986,-0.238,-0.212,-6.897,13.977,2.686,0.964,0.031,-0.283,8.24,8.057,1.831
0.979,-0.232,-0.229,-7.751,13.916,3.784,0.969,0.028,-0.285,9.827,6.775,0.793
0.974,-0.229,-0.24,-8.667,12.573,3.967,0.972,0.026,-0.287,10.681,4.944,-0.061
0.974,-0.226,-0.244,-9.338,10.315,3.845,0.977,0.028,-0.286,10.498,2.93,-0.488
0.971,-0.225,-0.244,-9.644,7.568,3.418,0.981,0.028,-0.283,9.399,1.648,-1.099
0.968,-0.222,-0.242,-9.705,4.822,2.869,0.98,0.024,-0.278,7.568,1.038,-1.77
0.966,-0.215,-0.241,-9.094,2.563,2.136,0.976,0.021,-0.273,5.981,0.671,-1.953
0.962,-0.212,-0.238,-7.629,1.404,1.709,0.974,0.025,-0.265,4.761,0.183,-1.709
0.961,-0.202,-0.23,-6.348,1.099,1.099,0.977,0.026,-0.258,4.578,-0.061,-1.404
0.964,-0.204,-0.224,-4.395,1.282,0.488,0.979,0.035,-0.255,4.761,-0.305,-1.465
0.962,-0.212,-0.218,-2.197,2.38,0.366,0.982,0.034,-0.254,5.371,-0.427,-1.953
0.959,-0.216,-0.212,-1.099,3.662,0.122,0.984,0.033,-0.25,6.104,-0.793,-2.502
0.96,-0.225,-0.207,-0.671,4.517,-0.061,0.983,0.032,-0.249,6.775,-1.221,-2.991
0.958,-0.233,-0.206,-0.061,5.127,0.671,0.979,0.027,-0.245,7.324,-1.221,-3.357
0.955,-0.23,-0.206,-0.183,5.615,1.526,0.976,0.02,-0.246,7.385,-0.61,-3.418
0.95,-0.219,-0.207,-0.732,5.859,2.625,0.964,0.01,-0.249,6.897,0.488,-2.93
0.947,-0.212,-0.21,-1.77,5.615,3.174,0.958,0.011,-0.253,6.104,2.136,-2.136
0.945,-0.206,-0.212,-3.54,4.211,2.991,0.958,0.019,-0.262,5.31,4.15,-0.671
0.952,-0.208,-0.21,-5.493,2.075,2.014,0.958,0.024,-0.268,5.005,5.371,0.793
0.959,-0.213,-0.207,-7.324,-0.122,1.526,0.963,0.03,-0.275,4.395,6.47,1.77
0.966,-0.227,-0.203,-8.545,-2.136,1.526,0.967,0.03,-0.274,3.906,6.47,1.892
0.972,-0.234,-0.201,-9.277,-3.784,1.404,0.97,0.027,-0.272,3.601,6.042,1.465
0.975,-0.238,-0.194,-9.46,-4.7,1.404,0.977,0.032,-0.272,3.479,5.127,0.732
0.976,-0.234,-0.186,-9.155,-4.333,1.526,0.981,0.034,-0.263,3.845,2.747,-0.427
0.974,-0.224,-0.18,-7.874,-4.15,1.526,0.979,0.031,-0.255,4.089,-0.305,-1.831
0.974,-0.218,-0.176,-6.042,-3.235,1.587,0.974,0.024,-0.248,4.028,-2.075,-2.686
0.971,-0.218,-0.173,-4.517,-1.709,1.526,0.97,0.017,-0.237,3.845,-2.747,-3.296
0.322,-0.199,-2.307,-51.819,10.437,2.075,0.025,-0.052,-2.411,42.847,-3.296,19.531
0.327,-0.22,-2.427,-41.992,-14.404,-2.258,-0.03,0.039,-2.512,28.32,-26.489,33.142
0.337,-0.263,-2.456,-14.099,-38.94,-7.996,-0.038,0.106,-2.505,-3.479,-47.913,46.326
0.335,-0.307,-2.384,25.879,-59.204,-15.93,-0.014,0.174,-2.381,-48.523,-65.002,59.57
0.352,-0.357,-2.225,72.937,-70.984,-26.611,0.072,0.296,-2.107,-101.44,-76.05,74.585
0.352,-0.424,-1.982,118.164,-72.937,-40.527,0.237,0.402,-1.716,-149.414,-80.444,91.125
0.387,-0.501,-1.683,156.067,-69.214,-57.373,0.452,0.543,-1.305,-183.411,-83.191,106.689
0.464,-0.59,-1.314,187.622,-62.927,-72.815,0.739,0.72,-0.746,-200.317,-85.999,113.77
0.555,-0.785,-0.984,213.867,-65.491,-79.468,1.076,0.917,-0.143,-192.017,-90.271,106.384
0.707,-1.076,-0.528,222.778,-87.463,-78.186,1.392,1.02,0.396,-155.518,-103.699,82.703
0.861,-1.413,0.01,206.116,-129.272,-68.542,1.62,0.992,0.761,-104.919,-120.85,47.18
1.013,-1.632,0.541,166.138,-178.223,-52.734,1.693,0.893,1.057,-63.232,-126.77,8.057
1.117,-1.693,1.035,115.723,-217.957,-32.227,1.648,0.715,1.204,-44.067,-118.469,-21.606
1.17,-1.549,1.435,78.552,-228.516,-7.996,1.544,0.493,1.315,-45.715,-92.773,-35.828
1.194,-1.368,1.824,70.557,-208.862,20.02,1.465,0.258,1.402,-54.81,-58.899,-34.485
1.213,-1.117,2.229,83.191,-176.636,42.908,1.427,0.129,1.514,-58.899,-33.997,-23.01
1.251,-0.879,2.668,97.778,-150.574,56.58,1.433,0.113,1.591,-48.279,-22.217,-6.042
1.274,-0.567,2.886,98.267,-137.695,59.937,1.451,0.149,1.641,-27.1,-13.733,7.08
1.297,-0.344,3.05,79.468,-117.859,62.683,1.459,0.246,1.597,-5.92,-3.784,12.756
1.287,-0.145,3.026,46.326,-89.417,64.941,1.434,0.311,1.463,9.033,5.981,10.498
1.229,0.005,2.876,15.381,-55.847,64.514,1.392,0.331,1.289,16.724,13.489,3.174
1.153,0.131,2.608,-2.441,-21.118,59.57,1.338,0.318,1.078,21.973,13.611,-6.409
1.082,0.225,2.282,-11.841,12.878,49.255,1.266,0.302,0.925,27.954,4.761,-17.822
1.007,0.257,1.916,-16.968,43.823,36.743,1.208,0.241,0.849,34.18,-10.498,-29.236
0.948,0.229,1.584,-21.057,66.772,22.522,1.108,0.16,0.783,39.49,-28.381,-40.649
0.906,0.145,1.266,-28.931,79.224,8.789,1.003,0.065,0.714,44.8,-41.26,-49.438
0.867,0.031,0.995,-43.213,83.069,-0.916,0.915,-0.04,0.627,49.683,-50.11,-53.345
0.845,-0.053,0.769,-59.692,79.163,-5.798,0.863,-0.123,0.532,52.185,-55.908,-51.819
0.819,-0.129,0.547,-74.219,68.237,-7.202,0.839,-0.168,0.472,51.88,-56.58,-44.312
0.798,-0.186,0.341,-85.266,54.749,-8.789,0.835,-0.18,0.403,47.241,-53.772,-31.372
0.793,-0.228,0.173,-92.407,42.664,-11.536,0.864,-0.164,0.341,38.452,-43.457,-17.517
0.804,-0.292,0.028,-94.421,33.813,-14.526,0.887,-0.125,0.276,25.94,-26.123,-4.822
0.832,-0.347,-0.063,-92.407,28.564,-17.151,0.91,-0.092,0.203,12.329,-8.606,6.714
0.851,-0.38,-0.142,-85.999,24.658,-19.043,0.938,-0.058,0.137,0.61,7.141,16.541
0.868,-0.396,-0.198,-77.698,22.766,-20.203,0.964,-0.023,0.079,-8.362,21.423,23.193
0.884,-0.41,-0.235,-68.298,23.437,-20.996,0.984,0.023,0.026,-16.418,33.508,25.818
0.898,-0.42,-0.263,-58.96,25.879,-21.301,1.001,0.063,-0.024,-21.667,42.419,24.963
0.917,-0.429,-0.282,-50.476,28.625,-20.691,1.022,0.084,-0.073,-19.348,46.814,20.02
0.931,-0.417,-0.304,-42.908,30.701,-19.226,1.02,0.104,-0.119,-9.521,45.898,11.047
0.931,-0.417,-0.308,-35.522,33.142,-16.296,1.005,0.115,-0.163,3.967,40.466,0.366
0.929,-0.399,-0.299,-29.175,34.851,-14.221,0.983,0.11,-0.2,18.494,31.982,-8.484
0.922,-0.367,-0.328,-23.01,36.743,-13.367,0.958,0.094,-0.224,29.602,23.376,-15.076
0.941,-0.403,-0.352,-17.151,40.222,-13.123,0.942,0.068,-0.24,36.255,17.639,-18.799
0.912,-0.344,-0.353,-13.306,42.175,-16.479,0.936,0.036,-0.252,38.513,14.709,-19.775
0.956,-0.278,-0.345,-9.155,41.992,-19.104,0.929,0.008,-0.254,37.231,13.916,-18.066
0.976,-0.313,-0.335,-2.014,44.8,-13.55,0.943,-0.012,-0.255,32.776,15.32,-15.076
0.977,-0.33,-0.341,1.77,43.457,-11.414,0.938,-0.025,-0.253,27.527,18.982,-9.766
0.979,-0.314,-0.322,2.136,37.292,-13.184,0.934,-0.034,-0.249,22.034,24.414,-4.456
0.973,-0.302,-0.324,4.456,31.372,-14.282,0.926,-0.03,-0.248,15.198,31.372,0.122
0.978,-0.313,-0.309,9.216,30.945,-12.878,0.929,-0.018,-0.254,8.728,38.94,5.188
0.976,-0.324,-0.3,12.146,31.372,-10.986,0.94,0.009,-0.247,4.761,44.922,8.667
0.982,-0.337,-0.282,13.367,31.067,-7.446,0.949,0.035,-0.252,4.272,48.157,10.376
0.985,-0.323,-0.278,11.963,29.602,-4.089,0.955,0.061,-0.262,7.751,48.462,10.559
0.987,-0.318,-0.276,8.301,26.367,-1.282,0.956,0.071,-0.282,13.916,45.471,8.728
0.986,-0.294,-0.285,3.723,22.339,1.343,0.965,0.075,-0.308,20.752,41.016,6.042
1.005,-0.28,-0.235,-1.709,17.334,2.38,0.967,0.075,-0.334,25.757,34.912,3.54
1.005,-0.245,-0.241,-6.531,10.071,2.625,0.971,0.065,-0.348,28.259,27.832,1.221
1.014,-0.256,-0.233,-8.423,8.24,5.554,0.969,0.049,-0.352,27.954,22.583,-0.305
1.011,-0.259,-0.207,-9.949,8.118,5.92,0.973,0.038,-0.357,25.024,20.569,-0.366
1.001,-0.251,-0.199,-9.827,7.141,4.883,0.981,0.032,-0.353,19.592,21.118,0.488
0.989,-0.25,-0.201,-6.958,7.019,3.113,0.984,0.025,-0.345,13.0,22.949,1.465
0.981,-0.244,-0.199,-3.296,8.85,1.282,0.982,0.024,-0.334,6.836,24.292,2.075
0.975,-0.237,-0.188,-0.61,11.169,-0.244,0.991,0.033,-0.323,2.686,25.024,2.38
0.97,-0.235,-0.187,2.441,12.756,-0.122,0.986,0.04,-0.317,1.587,23.987,1.709
0.966,-0.233,-0.186,4.15,13.489,0.305,0.984,0.036,-0.325,2.93,22.4,0.244
0.967,-0.233,-0.181,4.211,13.245,0.61,0.977,0.059,-0.329,4.7,20.996,-1.282
0.968,-0.23,-0.177,3.54,11.719,0.977,0.966,0.065,-0.339,6.409,19.897,-2.197
0.974,-0.226,-0.173,2.441,9.949,1.465,0.954,0.058,-0.359,8.484,19.409,-2.747
0.97,-0.219,-0.172,0.61,7.874,1.465,0.942,0.047,-0.374,9.277,19.165,-3.113
